no of sites,inc mat,freq breakdown,inacc cost,satisfaction,delay rate
37,88,57,70,81,81.189
69,89,87,51,43,82.57
32,96,40,98,45,75.767
55,85,80,91,59,90.13799999999999
48,53,72,66,89,79.959
69,78,79,70,45,83.041
57,83,74,49,59,78.464
93,50,95,95,32,88.811
65,47,61,43,60,67.231
64,31,81,89,36,73.263
56,83,57,92,65,85.993
70,67,39,65,36,67.419
99,91,42,95,37,88.56
92,52,100,74,78,96.444
82,62,54,86,82,89.13600000000001
96,46,73,33,31,67.882
33,68,89,59,79,79.986
81,99,32,95,96,98.17099999999999
88,93,70,35,69,86.478
51,51,31,46,71,60.92299999999999
98,69,30,35,49,68.38199999999999
89,59,34,92,30,73.93599999999999
34,60,44,35,44,52.888999999999996
52,86,44,94,78,86.256
57,40,72,37,43,60.647999999999996
68,94,79,91,54,94.011
78,64,88,47,40,77.18499999999999
66,88,70,43,35,73.548
64,38,98,89,53,83.28399999999999
92,42,82,62,97,91.351
90,59,58,55,40,73.49300000000001
34,68,31,70,37,58.458999999999996
97,34,69,86,97,93.26899999999999
72,43,38,50,76,67.958
99,66,54,37,94,85.259
87,57,88,87,33,85.65999999999998
65,66,91,47,31,73.054
88,44,30,65,76,73.767
36,62,33,60,43,57.007000000000005
84,57,45,56,80,78.424
99,34,42,98,69,83.221
64,59,80,84,61,84.761
30,31,91,90,59,73.353
75,62,95,92,45,89.839
99,39,64,52,41,71.771
58,54,75,75,36,72.55699999999999
64,59,38,79,39,67.90799999999999
46,52,40,85,48,65.995
99,53,49,33,47,68.38
98,49,57,90,100,95.95
57,86,53,66,34,72.078
95,53,63,83,81,91.30799999999999
54,58,62,56,32,63.79600000000001
33,64,95,53,74,77.791
49,72,36,39,83,68.02199999999999
67,92,59,56,38,75.976
82,44,58,42,47,66.453
47,96,68,73,47,80.644
86,30,50,70,88,78.90199999999999
76,30,93,67,60,79.385
58,36,72,72,33,65.969
31,54,87,80,88,82.90599999999999
67,65,34,35,81,68.72
41,41,42,42,34,48.709999999999994
33,91,45,55,99,78.79
46,34,58,65,98,73.38499999999999
100,92,79,65,34,90.04899999999999
46,85,38,48,91,75.103
62,61,31,57,73,69.18799999999999
89,77,31,43,94,81.369
32,93,49,68,67,75.33099999999999
99,62,38,55,60,76.423
37,60,90,85,98,90.219
39,37,58,90,66,70.658
83,50,78,46,80,82.096
63,39,30,49,40,53.789
73,32,40,50,63,62.819
68,58,46,54,96,78.47399999999999
30,65,43,96,85,77.765
57,41,58,39,97,71.19200000000001
98,94,70,33,53,84.736
44,86,60,42,57,70.443
32,33,90,46,49,60.93899999999999
68,43,62,92,85,85.257
78,65,100,69,34,84.23299999999999
88,63,33,77,79,82.786
59,83,40,30,31,59.175
99,46,62,43,88,82.319
69,41,69,68,89,81.86699999999999
98,48,79,84,94,98.14599999999999
49,90,59,38,71,74.843
60,35,92,51,95,81.17599999999999
89,93,91,64,92,104.52599999999998
54,57,40,55,45,61.126
52,36,48,82,99,77.261
77,97,78,51,76,92.34700000000001
48,54,56,84,76,77.488
48,100,35,47,49,67.982
69,37,90,95,44,81.551
80,66,40,62,41,70.335
40,75,91,74,73,86.05099999999999
71,70,31,46,93,75.789
47,47,64,45,93,72.178
77,45,42,60,80,74.042
36,38,43,95,75,69.936
37,84,43,42,82,70.238
91,86,97,54,82,99.88600000000001
54,88,76,53,94,88.99300000000001
91,88,68,36,73,86.719
96,95,55,93,82,102.521
72,64,58,79,88,87.949
74,75,99,99,80,104.02099999999999
89,69,53,35,61,74.756
93,77,88,88,60,98.85000000000001
70,74,36,65,73,77.46
96,41,47,81,72,82.027
62,62,59,63,64,75.517
72,42,59,53,44,65.72699999999999
81,43,71,99,34,79.80499999999999
57,35,61,69,69,70.89
32,83,83,30,78,74.648
75,75,64,100,39,85.92099999999999
46,68,60,42,66,68.74
54,68,35,41,95,71.43799999999999
54,55,34,46,88,67.52199999999999
53,92,50,38,57,70.673
41,99,75,96,77,94.571
74,46,39,91,74,78.891
82,39,83,48,48,73.036
76,80,46,30,72,74.066
33,96,100,87,85,97.776
74,61,40,97,76,84.743
96,42,77,78,90,93.272
57,70,36,93,57,76.22200000000001
73,31,40,89,59,71.072
63,68,80,99,66,91.585
34,79,86,33,51,69.002
90,52,75,55,65,82.05799999999999
31,63,75,54,94,77.326
51,88,47,36,65,69.955
32,36,35,55,80,58.033
94,70,88,77,64,95.691
83,74,88,94,55,95.93099999999998
75,89,85,80,70,97.196
45,56,72,92,62,79.66799999999999
58,96,68,87,73,93.078
42,85,41,60,86,76.55799999999999
92,49,90,50,53,81.315
66,90,68,93,48,88.88300000000001
40,40,78,74,71,73.84899999999999
64,84,66,51,32,72.321
58,48,83,78,70,82.10400000000001
82,75,54,36,41,70.113
33,33,63,80,42,61.13999999999999
93,35,30,57,66,68.387
46,31,58,68,56,63.092
51,38,76,57,49,66.014
94,91,68,43,79,91.348
83,82,56,73,31,79.092
40,39,34,98,91,73.601
54,57,65,63,30,65.49499999999999
44,95,52,36,61,70.209
33,72,72,88,67,80.92099999999999
99,53,96,64,42,86.156
84,58,97,44,42,79.13
79,46,70,30,48,66.472
52,51,88,74,52,77.222
55,33,47,43,46,54.54899999999999
68,98,76,60,34,81.82199999999999
88,95,33,48,33,72.27699999999999
99,63,89,41,73,88.894
74,45,67,86,88,87.694
93,60,97,56,40,84.222
46,96,48,65,98,86.07300000000001
85,59,65,40,81,80.39099999999999
72,95,87,99,92,108.429
31,73,62,33,62,63.650999999999996
81,97,87,82,95,107.69899999999998
64,76,59,72,36,74.744
47,83,34,63,57,69.196
68,94,36,90,74,88.17599999999999
88,37,32,38,44,58.146
75,63,55,84,51,79.849
57,87,77,66,50,82.098
48,54,72,42,100,77.066
92,71,58,81,30,80.773
97,91,67,98,57,99.805
81,77,90,42,59,85.011
54,45,87,96,67,85.019
40,64,55,61,52,66.279
80,34,84,88,85,90.361
43,77,30,96,40,69.642
89,87,42,82,88,94.5
80,87,34,32,47,68.175
39,86,91,70,68,86.29599999999999
61,48,84,83,39,76.69399999999999
45,58,61,39,51,61.898
37,62,78,84,73,81.411
53,63,78,89,36,77.67699999999999
82,80,76,100,37,91.273
82,85,89,41,68,88.923
33,61,59,48,30,56.28
39,61,83,75,71,80.19399999999999
53,64,81,48,75,78.245
82,60,51,99,35,79.56
92,71,95,73,85,101.332
76,38,77,87,85,88.41799999999999
69,65,68,65,66,81.115
93,78,95,81,66,100.57099999999998
90,46,64,71,79,85.22800000000001
88,95,66,81,81,100.108
70,96,72,34,33,74.27899999999998
71,57,60,57,63,75.01599999999999
59,51,55,42,67,66.763
49,83,47,90,51,77.94300000000001
44,78,92,71,43,79.916
60,99,64,51,40,76.485
52,92,89,99,56,94.52499999999999
63,93,86,69,95,98.964
38,34,77,66,58,66.52799999999999
34,82,57,92,71,81.895
93,81,96,30,42,83.274
39,74,87,50,36,69.692
68,57,59,35,79,72.62
89,42,78,47,50,74.489
76,75,76,58,30,76.67999999999999
34,31,83,32,68,60.47999999999999
60,84,31,47,50,66.251
76,49,59,97,30,75.66499999999999
68,79,57,31,70,74.32300000000001
32,68,63,78,83,78.997
63,74,46,70,82,81.62599999999999
96,75,41,80,55,84.451
100,85,91,47,50,90.815
33,40,85,98,57,76.265
95,38,50,81,42,74.435
45,94,38,50,72,72.888
73,62,57,64,74,80.384
33,61,47,30,59,56.083
65,95,47,77,77,87.954
71,95,59,73,51,84.992
74,38,84,95,59,85.216
64,63,88,74,86,91.38399999999999
60,77,92,42,84,86.542
84,56,86,30,95,85.541
47,62,85,49,87,80.464
30,49,33,39,88,58.30500000000001
78,51,65,80,39,76.17499999999998
57,69,34,62,84,74.572
65,81,100,46,77,89.937
92,54,50,57,78,80.601
65,85,45,34,49,67.717
60,60,79,100,40,82.536
97,52,70,90,69,92.017
38,65,55,78,92,79.97
61,58,60,50,87,77.019
79,49,95,32,96,85.55
81,46,59,89,98,90.85900000000001
49,77,72,72,89,87.51499999999999
47,73,44,70,44,67.71199999999999
66,71,32,80,64,76.22399999999999
69,35,31,58,37,55.961
92,53,36,33,43,62.53399999999999
40,90,43,42,45,63.36299999999999
63,51,68,35,84,73.36699999999999
31,41,85,74,39,65.78299999999999
92,40,39,87,65,78.606
61,38,30,65,30,54.499
100,54,39,56,58,74.71
67,90,75,99,40,90.331
37,42,45,60,96,68.282
89,74,71,93,87,100.832
69,93,64,93,40,87.405
71,35,85,82,72,84.02799999999999
85,33,41,32,95,69.67699999999999
44,36,54,74,48,62.349999999999994
46,51,38,74,71,68.225
88,64,41,47,78,77.447
41,42,64,66,96,75.344
31,81,73,30,68,69.028
62,59,44,89,50,74.01299999999999
67,41,37,98,98,83.07
59,47,51,55,54,64.785
40,65,52,48,65,65.817
53,59,48,89,53,73.54599999999999
87,86,83,50,36,83.25999999999999
38,78,40,67,96,77.789
94,45,82,86,72,92.27399999999999
76,33,85,66,97,86.987
67,96,51,98,40,85.69599999999998
86,95,69,74,50,91.06
65,31,46,62,56,63.304
99,65,88,59,82,95.717
38,76,94,45,60,76.311
64,92,43,39,50,70.155
66,48,69,93,84,87.699
46,56,64,39,78,68.999
61,97,96,72,92,101.88999999999999
43,44,60,39,45,56.284
65,80,74,66,44,80.124
53,46,89,71,56,76.739
31,46,39,86,43,59.675
92,81,81,74,88,101.334
32,56,74,52,55,65.57499999999999
75,65,46,88,98,90.62799999999999
79,61,79,81,77,91.82599999999998
35,58,76,62,97,79.997
99,61,82,71,73,93.988
59,95,67,74,47,83.303
71,91,62,52,38,76.46
39,70,42,44,59,61.913
84,50,33,57,71,71.826
56,95,46,60,35,71.111
71,70,65,70,86,88.202
82,51,43,95,78,84.975
94,96,41,42,77,85.24699999999999
93,36,96,72,70,89.35999999999999
100,80,56,41,86,88.417
66,54,31,73,47,65.96600000000001
33,44,92,31,100,73.203
65,44,62,77,87,81.62
41,91,46,91,68,82.123
76,86,57,85,44,84.719
41,50,73,85,68,77.249
81,30,56,71,64,73.519
41,42,49,94,79,74.32300000000001
34,56,65,63,69,69.966
87,42,79,56,95,87.46100000000001
37,59,80,45,97,77.57000000000001
37,63,75,95,60,80.41100000000002
83,62,68,99,95,99.138
69,52,32,57,76,69.665
76,55,44,84,62,78.15
87,84,46,52,52,78.14999999999999
37,79,79,52,93,82.92699999999999
51,42,70,42,80,69.476
43,36,96,44,30,60.656
96,70,85,71,74,96.43499999999999
91,79,93,52,33,84.711
46,34,59,40,58,57.754
33,68,60,47,34,58.969
84,47,87,91,100,99.637
30,32,74,32,51,53.395
85,44,60,100,96,93.76599999999999
64,43,30,36,45,53.07299999999999
38,86,44,58,92,77.55
71,66,45,82,99,88.447
76,30,38,67,84,71.845
92,100,32,81,60,88.855
99,90,95,89,54,103.955
32,36,32,63,71,57.03999999999999
70,68,74,86,34,80.81599999999999
34,72,55,88,67,77.015
43,98,63,81,79,88.728
51,60,43,74,93,78.241
63,45,41,33,94,67.279
81,65,92,47,48,81.09100000000001
30,36,71,42,64,59.254
56,37,42,43,44,54.056999999999995
90,67,84,79,79,97.176
69,30,81,76,78,81.36
84,81,87,59,86,96.727
30,36,47,35,82,56.107
92,45,98,38,100,90.89
74,77,80,90,63,93.521
40,98,63,96,55,85.767
36,31,62,62,57,60.435
71,34,60,97,72,81.329
46,43,82,39,45,62.13399999999999
34,30,94,68,34,63.338
44,66,35,62,74,68.488
43,41,57,33,35,50.91199999999999
81,67,65,67,56,81.811
95,77,91,78,63,98.37100000000001
51,67,33,31,50,56.525
42,77,83,32,96,80.49999999999999
34,38,62,39,64,57.785000000000004
41,32,86,50,91,73.15899999999999
76,40,53,37,83,70.41
78,70,76,57,83,88.686
74,81,97,59,69,92.582
36,58,51,40,93,67.81299999999999
84,57,30,40,90,73.326
60,30,31,99,66,69.631
60,77,59,92,32,77.9
82,75,44,90,31,78.34500000000001
99,40,95,40,82,86.708
94,100,34,62,57,84.475
98,64,79,84,95,102.29500000000002
38,83,33,34,100,70.262
58,99,31,40,82,75.566
58,30,81,84,91,83.827
85,94,77,38,86,92.59799999999998
80,33,91,87,79,90.11200000000001
78,90,66,39,91,88.712
82,82,95,48,62,89.886
72,57,78,78,94,92.34800000000001
40,57,72,87,33,70.38199999999999
54,37,58,96,81,79.42099999999999
100,34,72,47,61,76.42999999999999
91,86,38,49,40,73.985
66,56,77,66,59,78.917
77,85,81,49,88,92.60499999999999
30,51,35,66,63,59.717
98,50,86,31,36,73.25299999999999
94,50,91,64,74,90.83399999999999
95,90,33,82,97,96.693
45,99,39,66,50,72.85
91,33,40,42,34,58.36999999999999
31,81,65,84,47,75.053
38,72,90,39,55,71.67599999999999
74,60,76,82,69,87.923
51,78,58,41,90,77.539
35,74,31,59,44,59.20700000000001
63,33,30,68,33,55.227
55,78,32,69,51,69.412
37,66,91,86,46,79.42999999999999
96,91,77,62,63,94.72500000000001
92,100,33,66,52,83.494
92,75,54,55,32,74.94500000000001
49,90,39,74,79,80.67099999999999
66,72,50,78,62,79.88399999999999
49,61,75,48,33,64.791
51,88,55,48,81,78.743
62,48,96,100,64,90.12
93,52,91,90,52,92.008
73,53,63,66,30,69.35799999999999
82,57,77,77,87,92.566
93,49,98,69,91,97.436
54,34,67,71,80,74.565
33,36,42,97,67,67.00399999999999
47,72,37,96,50,73.548
74,63,43,89,57,79.364
91,86,98,30,39,83.763
94,98,82,84,93,109.86499999999998
47,41,30,69,49,57.47
35,85,92,42,95,85.13900000000001
58,81,43,57,79,77.49799999999999
90,66,78,87,86,99.12699999999998
68,96,49,40,31,69.151
97,100,49,71,96,100.603
33,71,44,65,94,74.87100000000001
80,51,56,97,76,87.65899999999999
93,62,37,49,61,73.51400000000001
52,97,85,48,33,76.74099999999999
65,45,49,33,32,54.52499999999999
42,71,69,88,89,87.513
37,87,70,30,87,75.867
43,85,77,46,41,71.157
57,47,99,38,94,81.682
63,63,92,43,55,76.99
91,44,82,71,34,78.34899999999999
43,77,64,68,83,81.66900000000001
52,78,98,99,73,97.47
97,40,84,38,100,87.464
34,44,94,83,35,70.644
59,88,77,75,82,92.853
60,42,66,40,81,70.437
64,96,55,70,80,88.94200000000001
89,37,93,54,46,77.64999999999999
34,59,31,65,73,63.867999999999995
40,67,84,35,63,70.464
38,70,95,85,50,82.36099999999999
32,30,91,59,88,73.165
58,63,62,92,31,74.487
34,52,74,49,59,65.33399999999999
62,30,80,55,69,72.114
49,73,75,44,51,71.157
40,32,82,68,72,71.66
89,84,82,51,46,85.705
38,47,63,40,99,70.011
81,30,57,62,92,78.436
54,86,80,100,61,92.81700000000001
86,57,60,72,37,75.92099999999999
66,52,53,93,67,80.606
63,61,58,73,53,75.006
51,73,100,81,83,94.572
92,66,88,62,46,86.17599999999999
30,89,92,58,65,81.443
40,58,71,57,50,67.257
91,45,72,87,96,95.23099999999998
85,77,77,97,99,105.972
64,83,31,70,34,68.64399999999999
95,33,58,52,86,78.9
55,89,56,43,89,80.94399999999999
73,51,61,59,42,69.62100000000001
99,37,54,43,57,70.576
84,67,37,43,47,67.668
55,39,92,96,84,89.182
69,66,97,37,50,77.711
81,36,38,92,53,72.999
66,45,65,47,54,67.463
58,72,54,87,79,85.276
100,56,71,35,48,75.453
68,68,99,45,62,83.329
89,68,76,57,83,90.85999999999999
38,81,87,96,35,82.09100000000001
63,70,42,47,74,72.12499999999999
51,37,65,67,72,71.151
56,80,65,49,30,68.189
87,38,67,91,33,76.872
90,36,83,97,41,84.432
37,80,62,78,89,84.361
69,77,68,84,34,80.82000000000001
43,48,43,31,56,53.863
50,75,97,37,81,82.904
33,48,97,30,46,61.926
38,79,53,76,30,67.222
59,78,31,39,84,70.931
49,40,66,72,83,75.553
52,95,93,83,80,98.225
78,73,93,67,79,95.016
63,48,91,97,36,81.553
83,86,50,100,42,87.85999999999999
55,71,71,51,99,84.606
60,80,84,55,36,76.721
40,65,87,67,63,78.484
100,45,67,51,83,84.256
99,70,100,92,41,97.83899999999998
69,44,74,95,100,93.075
91,74,88,81,63,96.668
46,95,100,60,36,82.112
79,42,76,89,44,80.317
66,32,83,80,73,81.357
71,56,51,54,73,74.297
46,98,79,65,71,87.50999999999999
95,30,88,60,71,83.75699999999999
52,86,57,30,36,63.586
46,41,57,36,85,64.61699999999999
65,33,54,76,35,64.001
76,91,98,64,49,92.065
53,66,43,96,62,77.94
32,51,45,57,38,54.329
32,81,61,91,50,76.755
86,57,68,74,61,84.239
54,39,38,89,63,68.918
86,65,37,65,64,77.175
97,30,92,75,88,93.027
41,94,79,35,85,81.464
97,36,47,73,82,81.555
52,48,93,56,54,73.82600000000001
43,60,56,78,34,65.994
57,72,36,85,31,68.396
62,90,57,67,55,80.62799999999999
73,83,97,92,44,94.722
87,68,74,47,99,91.37799999999999
36,65,80,43,62,69.731
84,77,88,60,76,93.78800000000001
97,77,45,44,71,81.32900000000001
98,41,55,45,94,81.105
77,93,53,62,54,82.554
90,89,36,67,46,79.831
61,96,35,50,33,66.961
60,91,91,31,81,86.306
59,84,79,51,59,80.898
31,86,46,79,89,80.71199999999999
38,55,63,41,91,70.246
62,96,74,55,47,81.36399999999999
41,95,71,86,75,89.699
59,66,30,85,84,78.937
42,69,54,55,61,68.486
59,58,92,32,94,81.684
53,54,43,57,79,69.7
77,70,34,90,51,78.375
83,73,100,69,50,91.315
86,66,54,83,42,80.55099999999999
93,45,30,43,64,66.935
35,96,37,97,86,85.56299999999999
86,90,35,55,44,75.457
37,73,48,52,88,72.674
52,67,80,63,55,77.23599999999999
40,78,58,64,54,71.646
100,75,94,41,60,90.099
62,45,95,57,73,80.9
49,61,49,39,76,66.795
46,72,98,99,60,91.369
79,97,80,58,48,88.16
51,30,34,59,41,52.34
75,91,37,87,35,79.098
38,45,44,62,95,69.253
70,37,64,97,86,86.225
58,45,42,83,53,68.41799999999999
93,41,52,85,88,87.413
74,67,52,68,51,75.96300000000001
60,86,88,72,76,93.092
94,94,89,68,84,104.504
52,83,47,72,42,72.09
81,91,89,52,67,92.57300000000001
37,40,72,77,80,74.59299999999999
30,59,56,40,66,61.209999999999994
84,40,55,47,66,71.099
71,92,68,92,99,102.83299999999998
72,75,42,37,91,77.258
73,34,62,96,30,71.768
40,48,75,83,77,78.726
76,98,41,80,84,92.32799999999999
86,85,74,37,40,78.39899999999999
94,52,30,95,31,73.43599999999999
99,47,92,91,49,91.99199999999999
64,100,93,49,99,98.74199999999999
80,98,86,74,60,96.938
37,57,62,91,96,83.623
86,92,86,97,46,99.085
78,46,69,71,37,73.25399999999999
64,59,85,60,57,79.169
37,40,53,55,93,67.796
76,86,76,36,63,82.10300000000001
32,66,45,44,74,63.650000000000006
32,95,84,53,65,80.224
36,94,80,65,41,77.008
68,100,88,85,97,106.748
62,59,42,64,51,67.695
44,87,75,99,94,97.263
49,70,43,85,80,79.685
46,41,53,66,58,64.31599999999999
67,100,78,89,60,95.973
44,66,62,49,32,61.626999999999995
69,69,72,51,33,71.58
86,40,96,85,94,97.681
67,97,62,96,65,94.26299999999999
59,51,95,89,48,83.289
85,65,35,39,54,67.677
89,53,31,57,86,76.955
71,99,42,33,74,77.73499999999999
37,100,55,83,80,86.543
59,51,96,86,38,80.354
47,54,60,62,82,74.346
73,97,50,65,96,92.849
30,61,61,84,72,75.08
88,57,42,70,68,79.122
85,80,53,89,72,92.289
76,43,90,94,58,87.896
33,64,96,68,89,85.35499999999999
68,65,80,61,61,81.60399999999998
49,44,86,52,89,78.019
72,77,34,62,72,77.214
42,94,71,37,86,80.485
47,30,42,89,71,67.964
38,62,46,63,54,64.087
61,61,66,51,35,66.718
76,53,40,39,42,60.85099999999999
46,64,88,41,70,75.333
83,58,83,90,49,88.365
60,32,96,63,75,79.43599999999999
50,31,76,61,45,64.056
71,34,90,43,70,75.037
76,45,84,54,83,83.32499999999999
36,71,83,39,96,79.285
51,84,95,100,30,87.66799999999999
85,53,93,81,88,97.43700000000001
86,58,38,31,59,66.224
52,97,33,62,48,71.13
49,44,52,54,39,57.958999999999996
57,77,100,58,80,90.67599999999999
71,38,96,90,61,86.69300000000001
49,30,55,86,100,77.996
65,61,76,46,60,75.036
91,69,53,79,76,89.607
55,38,89,92,65,82.579
98,72,95,33,56,86.203
37,91,46,59,68,73.379
92,64,74,39,45,76.438
40,48,80,52,38,62.858000000000004
100,82,74,89,38,93.201
50,64,34,67,38,61.603
92,60,76,86,75,94.72099999999999
85,53,64,34,30,64.73
99,79,34,61,88,87.913
30,71,82,63,40,69.701
56,90,57,100,82,93.81
73,31,97,56,68,79.166
58,96,74,41,96,88.999
57,99,34,82,80,85.77199999999999
43,34,83,62,84,74.6
54,98,31,44,58,69.446
91,89,37,64,100,92.818
71,42,36,72,37,62.77499999999999
39,52,70,44,90,71.948
88,50,70,75,73,86.68599999999998
69,65,66,42,63,74.303
55,99,79,46,47,79.43499999999999
31,43,56,44,59,56.805
41,46,40,33,77,57.78999999999999
51,45,63,66,77,73.597
30,39,72,95,34,65.759
95,100,63,84,59,97.629
80,99,82,50,63,91.10900000000001
65,83,44,92,70,86.22399999999999
42,69,37,93,85,79.452
99,72,33,96,98,96.916
68,40,71,88,39,74.47900000000001
54,80,32,72,40,67.692
93,58,77,83,55,89.08999999999999
95,60,65,79,44,83.467
61,76,73,64,99,90.92499999999998
88,80,77,93,81,102.048
78,53,65,39,91,79.44
77,55,67,98,56,85.936
77,31,62,73,96,82.585
34,32,67,76,68,67.512
43,75,70,39,47,66.778
34,69,85,86,44,77.482
49,93,48,39,42,66.029
70,80,62,56,43,75.731
45,74,72,56,98,84.132
75,61,35,65,60,72.069
58,54,94,54,92,85.81
74,82,92,88,65,97.67299999999999
69,98,65,100,74,98.89999999999999
66,42,86,73,100,89.443
91,95,56,83,84,99.615
90,87,47,59,55,82.288
51,56,49,46,85,69.965
78,91,43,91,43,84.22
37,90,98,91,36,85.75899999999999
52,74,47,43,30,59.907000000000004
82,70,65,35,85,82.114
40,93,37,33,61,64.364
56,59,43,36,68,63.848
95,33,94,99,36,86.85499999999999
85,79,40,55,66,79.141
57,58,70,66,87,82.37899999999999
81,69,37,37,43,64.992
100,63,92,76,89,102.293
78,84,62,56,87,89.423
87,86,30,37,51,70.844
46,81,56,64,40,69.912
70,61,82,40,91,83.847
44,57,48,57,37,59.184
55,82,56,83,37,76.216
31,66,32,39,99,65.146
41,64,51,73,56,69.441
34,36,94,66,30,63.336000000000006
77,53,93,35,99,87.018
57,78,32,43,96,74.603
87,43,75,80,67,85.701
89,89,70,79,87,100.846
41,42,50,40,77,60.955
76,68,77,95,90,98.907
54,35,40,53,32,52.08699999999999
88,100,97,60,31,91.539
84,85,80,72,85,98.90899999999999
82,54,65,50,35,69.605
60,75,99,72,73,92.357
92,32,75,72,60,80.568
63,78,82,93,70,94.035
98,36,37,37,77,69.384
63,86,68,42,79,82.383
93,37,31,89,38,70.035
66,61,34,79,38,67.659
53,72,36,66,54,68.446
74,36,72,47,83,76.01599999999999
98,66,31,85,93,90.824
48,59,71,61,36,66.979
90,57,96,74,39,86.649
67,59,92,38,82,82.382
40,87,49,87,39,73.56
39,51,70,70,78,75.082
72,98,94,32,83,92.38299999999998
74,80,42,98,43,82.02499999999999
43,69,86,91,30,77.689
66,99,43,88,84,92.58399999999999
35,93,66,68,59,78.245
61,91,37,59,67,76.74600000000001
80,40,54,45,97,76.99600000000001
98,64,64,62,90,92.064
32,37,96,37,32,57.027
68,50,55,43,31,60.12
53,93,83,32,80,83.14599999999999
41,97,80,38,32,70.184
84,30,68,54,48,69.122
74,76,94,45,74,88.45299999999999
68,57,100,96,60,92.792
90,71,91,70,99,102.573
46,73,71,31,31,61.396
39,42,56,74,100,75.832
56,71,62,42,77,75.07499999999999
67,63,44,97,35,74.468
53,56,41,93,41,69.138
75,89,83,59,87,95.77
76,87,34,64,42,73.758
79,37,92,97,52,86.90499999999999
44,90,52,79,67,80.90800000000002
75,40,73,33,71,71.136
99,56,41,54,99,85.003
45,42,31,86,76,68.22
62,61,59,40,90,76.054
35,38,46,46,33,48.229
59,42,70,48,56,66.99
58,75,70,63,97,88.49
97,97,76,79,30,92.23299999999999
69,53,37,54,93,74.565
96,39,71,93,60,87.371
66,87,92,58,74,91.87199999999999
99,90,59,92,99,106.925
84,98,37,55,86,87.703
70,60,96,81,66,90.857
79,39,68,72,46,73.99199999999999
30,32,45,40,99,60.022999999999996
54,93,38,74,53,75.999
93,51,95,65,48,85.685
68,74,38,58,78,76.988
48,32,43,50,63,57.501
94,65,97,96,69,102.509
43,90,97,36,69,81.687
85,53,49,80,40,74.698
91,41,93,40,42,74.72799999999998
45,71,71,99,66,85.765
90,83,56,57,96,93.067
57,42,65,68,66,72.596
97,44,92,85,73,95.19800000000001
69,62,46,94,63,81.327
93,60,47,99,95,95.946
48,49,88,72,53,75.52499999999999
40,54,43,66,61,64.33099999999999
48,51,86,73,97,86.548
36,83,75,80,94,89.734
50,72,84,80,31,77.199
93,44,76,51,43,74.714
33,89,56,50,65,71.441
82,40,41,86,74,78.636
45,66,92,63,35,73.32600000000001
47,80,100,87,87,97.75
64,36,70,88,97,86.501
83,67,45,46,78,77.702
30,41,82,45,48,59.967
68,52,69,99,37,79.10199999999999
60,49,58,56,94,77.266
56,54,45,51,60,64.801
91,36,57,90,67,82.999
64,32,42,90,89,77.219
30,94,50,70,37,68.471
92,44,97,31,88,85.761
71,89,50,61,75,84.29599999999999
41,78,77,65,32,71.37700000000001
62,87,65,36,53,73.82499999999999
49,71,90,36,33,67.975
91,87,68,31,34,75.705
58,100,52,57,72,82.615
91,73,96,52,99,100.149
70,33,100,76,63,83.295
88,79,53,87,31,82.24000000000001
34,64,56,40,51,59.723
98,72,38,66,39,76.149
45,85,83,90,81,93.597
96,83,40,94,87,97.40099999999998
77,77,97,61,45,86.938
47,94,40,80,92,86.05
90,74,54,89,80,94.239
54,94,73,49,33,73.80799999999999
50,90,40,51,72,73.85300000000001
